poem content,pred,label,score,anger,disgust,fear,joy,neutral,sadness,surprise,age,type
"I
The winter evening settles down
With smell of steaks in passageways.
Six oclock.
The burnt-out ends of smoky days.
And now a gusty shower wraps
The grimy scraps
Of withered leaves about your feet
And newspapers from vacant lots;
The showers beat
On broken blinds and chimney-pots,
And at the corner of the street
A lonely cab-horse steams and stamps.

And then the lighting of the lamps.

II
The morning comes to consciousness
Of faint stale smells of beer
From the sawdust-trampled street
With all its muddy feet that press
To early coffee-stands.
With the other masquerades
That time resumes,
One thinks of all the hands
That are raising dingy shades
In a thousand furnished rooms.

III
You tossed a blanket from the bed,
You lay upon your back, and waited;
You dozed, and watched the night revealing
The thousand sordid images
Of which your soul was constituted;
They flickered against the ceiling.
And when all the world came back
And the light crept up between the shutters
And you heard the sparrows in the gutters,
You had such a vision of the street
As the street hardly understands;
Sitting along the beds edge, where
You curled the papers from your hair,
Or clasped the yellow soles of feet
In the palms of both soiled hands.

IV
His soul str",5,sadness,0.7798497,0.011557338,0.10537683,0.046046887,0.004317611,0.036431924,0.7798497,0.016419694,Modern,Nature
"The willows carried a slow sound,
A sarabande the wind mowed on the mead.
I could never remember
That seething, steady leveling of the marshes
Till age had brought me to the sea.

Flags, weeds. And remembrance of steep alcoves
Where cypresses shared the noons
Tyranny; they drew me into hades almost.
And mammoth turtles climbing sulphur dreams
Yielded, while sun-silt rippled them
Asunder ...

How much I would have bartered! the black gorge
And all the singular nestings in the hills
Where beavers learn stitch and tooth.
The pond I entered once and quickly fled
I remember now its singing willow rim.

And finally, in that memory all things nurse;
After the city that I finally passed
With scalding unguents spread and smoking darts
The monsoon cut across the delta
At gulf gates ... There, beyond the dykes

I heard wind flaking sapphire, like this summer,
And willows could not hold more steady sound.",2,fear,0.41732863,0.05397854,0.05573612,0.41732863,0.00441973,0.051989477,0.3671129,0.0494345,Modern,Nature
"Twelve o'clock.
Along the reaches of the street
Held in a lunar synthesis,
Whispering lunar incantations
Dissolve the floors of memory
And all its clear relations,
Its divisions and precisions,
Every street lamp that I pass
Beats like a fatalistic drum,
And through the spaces of the dark
Midnight shakes the memory
As a madman shakes a dead geranium.

Half-past one,
The street lamp sputtered,
The street lamp muttered,
The street lamp said, ""Regard that woman
Who hesitates towards you in the light of the door
Which opens on her like a grin.
You see the border of her dress
Is torn and stained with sand,
And you see the corner of her eye
Twists like a crooked pin.""

The memory throws up high and dry
A crowd of twisted things;
A twisted branch upon the beach
Eaten smooth, and polished
As if the world gave up
The secret of its skeleton,
Stiff and white.
A broken spring in a factory yard,
Rust that clings to the form that the strength has left
Hard and curled and ready to snap.

Half-past two,
The street lamp said,
""Remark the cat which flattens itself in the gutter,
Slips out its tongue
And devours a morsel of rancid butter.""
So the hand of a child, automatic,
Slipped out and pocketed a toy that was running along the quay.
I could see nothing b",2,fear,0.60140467,0.07935728,0.09602842,0.60140467,0.004967518,0.07468478,0.09765629,0.04590106,Modern,Nature
"Think of our blindness where the water burned!
Are we so certain that those wings, returned
And turning, we had half discerned
Before our dazzled eyes had surely seen
The bird aloft there, did not mean?—
Our hearts so seized upon the sign!

Think how we sailed up-wind, the brine
Tasting of daphne, the enormous wave
Thundering in the water cave—
Thunder in stone. And how we beached the skiff
And climbed the coral of that iron cliff
And found what only in our hearts we’d heard—
The silver screaming of that one, white bird:
The fabulous wings, the crimson beak
That opened, red as blood, to shriek
And clamor in that world of stone,
No voice to answer but its own.

What certainty, hidden in our hearts before,
Found in the bird its metaphor?",2,fear,0.5862511,0.3662942,0.010681898,0.5862511,0.004085363,0.009487183,0.011866589,0.011333784,Modern,Nature
"Out of the winds' and the waves' riot,
Out of the loud foam,
He has put in to a great quiet
And a still home.

Here he may lie at ease and wonder
Why the old ship waits,
And hark for the surge and the strong thunder
Of the full Straits,

And look for the fishing fleet at morning,
Shadows like lost souls,
Slide through the fog where the seal's warning
Betrays the shoals,

And watch for the deep-sea liner climbing
Out of the bright West,
With a salmon-sky and her wake shining
Like a tern's breast, 

And never know he is done for ever
With the old sea's pride,
Borne from the fight and the full endeavour
On an ebb tide.",2,fear,0.44000283,0.009022269,0.009911823,0.44000283,0.007034271,0.16227388,0.35463703,0.017117955,Modern,Nature
"Maurice, weep not, I am not here under this pine tree.
The balmy air of spring whispers through the sweet grass,
The stars sparkle, the whippoorwill calls,
But thou grievest, while my soul lies rapturous
In the blest Nirvana of eternal light!
Go to the good heart that is my husband,
Who broods upon what he calls our guilty love: i
Tell him that my love for you, no less than my love for him
Wrought out my destiny i that through the flesh
I won spirit, and through spirit, peace.
There is no marriage in heaven,
But there is love.",5,sadness,0.6998325,0.026735839,0.010555683,0.021454556,0.1677415,0.06754495,0.6998325,0.006134974,Modern,Nature
"Stranger, you who hide my love
        In the curved cheek of a smile
And sleep with her upon a tongue
       Of soft lies that beguile,
          Your paradisal ecstasy
        Is justified is justified
By hunger of the beasts beneath
        The overhanging cloud
            Who to snatch quick pleasures run
             Before their momentary sun
Be eclipsed by death.

Lightly, lightly from my sleep
        She stole, our vows of dew to break
Upon a day of melting rain
        Another love to take:
           Her happy happy perfidy
        Was justified was justified
Since compulsive needs of sense
         Clamour to be satisfied
             And she was never one to miss
             Plausible happiness
Of a new experience.

I, who stand beneath a bitter
        Blasted tree, with the green life
Of summer joy cut from my side
        By that self-justifying knife,
            In my exiled misery
         Were justified were justified
If upon two lives I preyed
        Or punished with my suicide,
           Or murdered pity in my heart
           Or two other lives did part
To make the world pay what I paid.

Oh, but supposing that I climb
        Alone to a high room of clouds
Up a ladder of the time
And lie upon a bed alone
        And tear a feather from a wing
And liste",5,sadness,0.7912656,0.031986147,0.002648307,0.021548074,0.12739235,0.014257818,0.7912656,0.010901795,Modern,Love
"Knowlt Hoheimer ran away to the war
The day before Curl Trenary
Swore out a warrant through Justice Arnett
For stealing hogs.
But that's not the reason he turned a soldier.
He caught me running with Lucius Atherton.
We quarreled and I told him never again
To cross my path.
Then he stole the hogs and went to the war
Back of every soldier is a woman.",0,anger,0.6769307,0.6769307,0.14882237,0.055663455,0.002039801,0.089893214,0.021281594,0.005368806,Modern,Love
"He protested all his life long
The newspapers lied about him villainously;
That he was not at fault for Minerva's fall,
But only tried to help her.
Poor soul so sunk in sin he could not see
That even trying to help her, as he called it,
He had broken the law human and divine.
Passers by, an ancient admonition to you:
If your ways would be ways of pleasantness,
And all your pathways peace,
Love God and keep his commandments.",1,disgust,0.32076624,0.20144272,0.32076624,0.014920079,0.011752393,0.14616725,0.30111447,0.003836851,Modern,Love
"How can I, that girl standing there,

My attention fix
On Roman or on Russian
Or on Spanish politics,
Yet here's a travelled man that knows
What he talks about,
And there's a politician
That has both read and thought,
And maybe what they say is true
Of war and war's alarms,
But O that I were young again
And held her in my arms.",2,fear,0.35600117,0.054711465,0.047734402,0.35600117,0.003347307,0.3428514,0.047469504,0.14788476,Modern,Love
"I

I sought a theme and sought for it in vain,
I sought it daily for six weeks or so.
Maybe at last being but a broken man
I must be satisfied with my heart, although
Winter and summer till old age began
My circus animals were all on show,
Those stilted boys, that burnished chariot,
Lion and woman and the Lord knows what.

II

What can I but enumerate old themes,
First that sea-rider Oisin led by the nose
Through three enchanted islands, allegorical dreams,
Vain gaiety, vain battle, vain repose,
Themes of the embittered heart, or so it seems,
That might adorn old songs or courtly shows;
But what cared I that set him on to ride,
I, starved for the bosom of his fairy bride.

And then a counter-truth filled out its play,
`The Countess Cathleen' was the name I gave it,
She, pity-crazed, had given her soul away
But masterful Heaven had intervened to save it.
I thought my dear must her own soul destroy
So did fanaticism and hate enslave it,
And this brought forth a dream and soon enough
This dream itself had all my thought and love.

And when the Fool and Blind Man stole the bread
Cuchulain fought the ungovernable sea;
Heart mysteries there, and yet when all is said
It was the dream itself enchanted me:
Character isolated by a deed
To engross the present and dominate memory.
Players an",5,sadness,0.6405641,0.19291864,0.08877351,0.014048408,0.003594412,0.05090632,0.6405641,0.009194567,Modern,Love
